Sea water temperature,pH,DO,Salinity,Transparency,TSS,CN⁻,Coliform,As,Hg,Pb,Cd,Cu,Zn,Total Chromium,Alkalinity,H₂S,Air temperature,BOD₅,COD,NH₃,label3
18.0,8.20,9.17,30.5,50.0,73.4,0.0117932641847322,1161.19983451747,0.0222077841709785,0.0008717656248761,0.0539830780276823,0.0042054595605635,0.0221714187442084,0.113197705324972,0.115769672504648,186.298923482408,0.104009348387827,33.3308089308329,68.0789391177712,165.809957401081,0.127805932246647,0
26.4,7.75,4.91,26.5,0.6,18.7,0.0009999999875731,81.7732830336244,0.0025628631505328,0.0005529098852832,0.0022676504939583,0.0002050713526728,0.001375313379535,0.0182625615404937,0.0021850890305439,118.236343476905,0.0345776447211911,25.6153074341013,16.3139154748583,82.2129322382471,0.0167266256229033,2
24.4,8.03,6.22,29.4,0.8,9.3,0.001,3,0.0026,0.0005,0.0009,0.0002,0.0009,0.0118,0.0009,134.088473447247,0.0257583728339571,24.5005625911095,7.23295311526169,82.8505172929679,0.0124345441703551,2
29.0,8.10,6.26,29.7,0.8,8.5,0.0010000000088008,3.32106938688696,0.0016792601821464,0.000500138231513,0.0009025357972369,0.0002000470989119,0.0009115483307702,0.0093464842822156,0.0009102806232416,72.8115303539269,0.0546615735468181,20.1826735605722,41.6283955745374,127.13085682792,0.0813964830820255,1
27.1,8.07,6.24,31.6,1.9,3.6,0.0010000000248934,2.94441315080497,0.002190168097419,0.0004998443692103,0.0008951239891215,0.0001999951152082,0.0018128725981861,0.0079111730417602,0.0008938054760934,158.095435180262,0.0607533631835168,30.7930812391052,31.9799250014422,137.471813778911,0.0861964773697378,1
26.0,7.78,6.81,27.2,172.7,11.1,0.0018625333065452,330.766380856848,0.0217692248587204,0.0019376668833219,0.0051741809356677,0.0039601629573961,0.0052427476449318,0.0428293454646551,0.105916802619572,104.27870113418,0.0399411840179431,26.0769767266672,20.4845818520015,46.0040749449169,0.0489438159055906,1
31.3,7.73,4.58,25.2,0.6,14.7,0.0010000000607355,31.5305283040593,0.0021496170571415,0.000530410983029,0.001477790403248,0.0002025447930833,0.0012502831837645,0.0181008545276103,0.0019903351401904,126.069111755281,0.0632313758899105,25.0714995783947,36.5848448688051,116.47879269653,0.0526049238638879,1
22.7,7.80,6.22,27.2,1.0,7.5,0.0009999999906395,19.357072038496,0.0012866677890827,0.0004993357545529,0.0009081945482002,0.0002000030614983,0.0008995424638977,0.0094890649077813,0.0009074640924447,110.645289656785,0.0212548009494813,25.2644494488748,18.221153393619,59.4831365291061,0.0186299011443928,2
27.0,8.14,5.79,26.3,0.6,24.6,0.0010000000037358,46.7210474134299,0.0025843463837562,0.0005478090065726,0.0011900615279191,0.0002010258553158,0.001124471431285,0.0124271806970589,0.0017298922516152,94.5349005048009,0.026249119661559,23.7990522141969,24.8144270293179,12.3549902842358,0.0254958923860859,2
23.0,7.41,5.10,24.9,0.6,20.3,0.0009999999932638,51.656774096543,0.0020010276346199,0.0005406922990249,0.0016681878271108,0.0002032362154951,0.0013858864980568,0.0183980424083617,0.0023006494037244,119.342410048675,0.0180202153866243,25.1923276057965,16.8880605604822,22.3075754516705,0.0255675429660852,2
27.4,7.69,4.17,28.5,1.1,10.2,0.000999999992716,29.7651357003927,0.0022793342296727,0.0005281687131561,0.0014730250092752,0.0002023383509605,0.0012378118429929,0.017749756749536,0.001888096194684,162.377819808475,0.0656088570837373,31.1531340118127,46.3504654132768,111.883895666276,0.0802373368631141,1
25.8,8.05,6.41,30.8,1.6,4.5,0.001,3,0.0029,0.0005,0.0009,0.0002,0.0009,0.0116,0.0009,76.5501770957601,0.0755005153633459,18.2701127174537,49.3233564888124,102.051721684281,0.0617946391198766,1
24.1,8.09,6.43,30.5,1.4,5.4,0.0009999999989597,3.20596021388106,0.0019148033820411,0.0004989967215108,0.0009083757335713,0.0001999980542531,0.0008988055553384,0.0084269986644819,0.0009000930706944,63.6803311480431,0.0627454682898512,19.2792209337241,33.2438157725883,107.847104148643,0.0737249039401157,1
26.1,7.68,5.53,24.7,0.7,20.9,0.0009999999883677,49.4689198612822,0.0019255411859319,0.0005410825048588,0.0015205716761558,0.0002029945116806,0.0013204516890437,0.0172260533365438,0.0021749920782147,117.175027486217,0.012217883382683,24.3947032620369,16.6410967679299,40.6587923089203,0.015548147371503,2
21.0,8.07,6.15,30.1,0.9,8.9,0.0021316511163439,2.99892217535237,0.0018816263124505,0.0003317032844464,0.0005053011481796,0.0002000061946782,0.0009650586382163,0.0098512942617677,0.0010695047191163,71.6763259298205,0.0534528779802895,19.4282443244485,35.9790585697381,117.507184497054,0.0697023572067535,1
32.5,8.80,2.27,34.1,104.8,88.3,0.0258468058717832,1856.36635641135,0.0438083573678134,0.0011379134592289,0.109571952018117,0.0082663797689411,0.0438775376265496,0.222083484971743,0.220413010434011,56.8240193656495,0.0863553471037828,34.7544765824099,72.6952498412807,203.874164038686,0.118067463898002,0
25.4,8.02,3.44,28.3,1.0,12.7,0.001000000006178,27.5925030082061,0.0022433246543806,0.0005279078755219,0.0016306375733221,0.0002027791326436,0.001266123353635,0.0185707503882429,0.0019283552019574,112.598474588403,0.0571792642049895,26.4457308698166,36.7503406219287,124.288990085558,0.0820514276466518,1
23.2,8.06,6.21,30.7,0.8,7.5,0.0009999999576702,2.71909671080864,0.0015301287769673,0.0005001037327254,0.0008915104289103,0.0002000256660574,0.0008902877679982,0.0044523969609384,0.0009070866939968,71.7351584101167,0.0646069488975305,21.2451563167542,43.5841253346113,127.268467432844,0.0680763659127708,1
28.7,7.77,4.74,28.3,1.0,13.2,0.0009999999920801,26.9029042382278,0.0026642149354938,0.0005274125606124,0.0014431490981598,0.0002023606884718,0.001240725266086,0.0190930618161472,0.0019066632697591,123.091092998729,0.0651528711652157,24.8928781213304,39.9777043699335,102.909697184778,0.0609171807820357,1
26.5,8.05,6.27,30.7,1.6,4.6,0.0009999999856591,3.86563350440693,0.0022732050502231,0.0004982978277379,0.0009051871746204,0.0001999784849022,0.0009039505242519,0.010573834462162,0.0009115457043953,67.6186590625842,0.0630214080068546,19.8216463015476,49.3246235126419,124.409490520397,0.0592662635041132,1
26.2,7.61,2.86,27.5,1.3,12.6,0.0010000000222221,34.5927687440684,0.0025182589636499,0.0005350640647948,0.0015727818854913,0.0002028639481064,0.0013214347759948,0.0193577555319485,0.0021250410115228,132.683320437889,0.0727499268380462,26.0631655180156,48.7926849289703,130.145061178546,0.0630709045810204,1
22.9,7.78,6.57,24.6,0.9,11.1,0.0010000000098573,69.6192492382982,0.0017417499975326,0.000510303423265,0.0009406248312713,0.0002026762564808,0.000951927642823,0.0084827891023261,0.0009002477205659,114.395908210422,0.027504109069448,26.9770783209464,8.98401542958447,46.433606438234,0.0332108934736135,2
26.3,7.66,5.10,23.6,0.4,26.5,0.0010000000057385,44.6379877395276,0.0021213587863169,0.0005366041649208,0.0015857442131395,0.0002030665567116,0.0015623888949315,0.0191747140983261,0.0021551789236277,103.704507157361,0.0212724773225853,27.9873114241919,10.0748805211615,81.3168217768242,0.0248817937265024,2
19.2,8.47,2.77,13.3,54.0,84.6,0.0131591500907242,1295.84336144447,0.0224684510282373,0.0008164666589303,0.0542401674978909,0.0045173402079191,0.0235273551363401,0.121443452948573,0.112991618289026,191.319504380725,0.116978924789263,33.4382359992334,66.7321547562129,177.611058688156,0.134949764115024,0
29.4,7.81,4.83,28.1,1.1,12.3,0.0010000000015777,36.6414620635127,0.0024300990078213,0.0005330438975038,0.001549561680198,0.0002027237112603,0.0012802755805415,0.0180247383774047,0.0020666196548259,169.065489195771,0.066309503062789,31.024467068963,40.0407815044352,143.306848048965,0.0595079843389229,1
19.4,8.43,9.28,31.1,65.5,78.2,0.0145327583902944,2398.58987824719,0.0245570550003966,0.000891266585393,0.0605582432403351,0.0048784488033957,0.0250711083988099,0.125737659472582,0.118296902569175,173.921252163931,0.119305535283705,31.2082255483691,74.7281130806316,175.812248101341,0.150848090809007,0
17.5,6.83,2.73,32.2,83.8,95.6,0.0135876443758652,2395.63267500148,0.0218831441703741,0.000698971243525,0.0574154191472212,0.0057705827234179,0.0226727943849397,0.115797897823776,0.114176258752774,208.644888498414,0.155726297334965,35.3013781739764,96.0758861564396,216.268371642248,0.184206993468672,0
33.1,8.42,8.46,30.4,54.0,80.0,0.0131034952936488,1273.52538409837,0.0220006887037005,0.0007986728405443,0.0536084589194919,0.0045020151172673,0.0222740935159809,0.117424677438041,0.118836335352069,73.3369978869215,0.112821157813961,31.0555637275308,69.7020358061725,183.168091670133,0.142877291442506,0
27.1,7.90,5.99,27.3,0.7,11.2,0.0009999999842329,51.0566813439752,0.0022222122404746,0.0005007257769578,0.0009033844290693,0.000200002370519,0.0009083440806957,0.0110496838878013,0.0009154173763259,105.318001577306,0.0046036896295358,25.0412617916634,10.61373941413,20.7440017125669,0.0262521208242272,2
30.0,6.92,7.19,30.9,66.6,88.8,0.0139472195488607,2202.24224153464,0.0271387006395722,0.000836001251775,0.0664222124056267,0.005343478703354,0.0269368933234036,0.13653298380451,0.132752080546481,170.700262821861,0.135361471882445,18.8968639801559,78.110893507244,197.058494831061,0.154881522757992,0
31.1,7.76,4.67,28.5,1.2,12.9,0.0009999999771322,28.7266060617251,0.0020689065514238,0.0005303273017819,0.0014648014443856,0.0002024632087408,0.0012520745437913,0.013807575954676,0.0019372640357473,158.550402238271,0.0619611076815261,31.3771336204011,39.7906205064909,131.199636046805,0.0815304568213745,1
22.3,8.02,6.21,26.5,0.6,22.5,0.0010000000166301,119.405627587109,0.0020178351227113,0.0005274239646837,0.0014312184585992,0.0002020031393629,0.0013606590783353,0.0156201261183545,0.0013909249846571,124.469420512574,0.0182973699553208,24.4388388060249,13.215811924412,58.5836956364575,0.0277548643929391,2
17.0,8.33,3.88,30.8,45.2,68.9,0.0116304873464804,1748.7611294369,0.0219770880205436,0.0007274852801059,0.0543294121904009,0.0039243979313857,0.0218740427236909,0.112238172872409,0.11296711143619,181.387129950288,0.0993262691953507,32.568552259117,63.3544755263584,163.17275390579,0.117068292359079,0
25.1,8.10,6.49,30.5,1.3,6.5,0.0010000000103503,2.70500082815488,0.0013471068143012,0.0005006336269409,0.0009013376102522,0.0001999942147991,0.000894428121954,0.0060434523784042,0.0009110916834194,69.7836553600251,0.0632178010673992,20.0086476691075,39.425702560639,113.480375792233,0.0608801221877738,1
18.5,8.52,2.75,32.0,133.6,91.7,0.0136848537760479,1898.30507618569,0.0232959893334908,0.0007574985705128,0.0582676106567745,0.0055585339305404,0.0254255974985546,0.13325965763539,0.119622139065389,177.522778833201,0.143031046797374,32.2133180956106,87.6146239988161,189.637113145066,0.168304728957077,0
22.1,7.85,6.03,26.2,0.8,12.7,0.0009999999935713,29.1847439787881,0.0019678218644875,0.0005272562037037,0.001125348563695,0.0002008839001306,0.0009216341578824,0.0114779102885732,0.0013561804479689,116.794055771474,0.0364470665756353,27.8319382707818,5.64202822490277,34.1405131727653,0.0423891169794917,2
30.3,7.50,4.31,25.8,0.6,16.5,0.0010000000496987,37.8651655732068,0.0020075419644118,0.0005367314681727,0.0016427576600258,0.0002031410015506,0.0013686777760669,0.0203745093693542,0.002262100559747,134.806232797193,0.0582013117741328,27.3369546831112,40.6307151488952,136.280665299373,0.0918615926151292,1
28.0,8.09,6.45,30.9,1.3,4.7,0.001000000028534,3.30631023882016,0.0014873194504663,0.0005002851463008,0.0008953430679368,0.0001999732259579,0.0009202657552111,0.0041379645280852,0.0008920131126219,123.101891921692,0.0623752426006724,25.8150459660196,36.1817017841579,134.567396006789,0.0736426965749328,1
25.2,8.07,6.21,31.3,1.9,4.0,0.0022871513432817,1.21404057532788,0.0015962273233621,0.0003071111593287,0.0004366329343715,0.0001999856441075,0.0026328905801713,0.0120701898288733,0.0009475747678785,124.416784255369,0.0619368804628384,26.5199885052989,47.715051890465,123.549473388568,0.0849044382170794,1
